long.fips,long.name,short.fips,year,median.age,hs.plus,bachelors.plus,ag.percent.employ,mean.income,median.income,white.percent,papers.total,papers.daily,ktype_use,k.seats,party.presence,party.comp,general.presence,general.comp,population,pop_density
610U500US01028,"State Senate District 28 (2016), Alabama",1028,2018,35.8,77.5,14.8,2.92,44817,32354,36.1,6,1,SMD,1,0,0,0,0,141678,NA
610U500US01029,"State Senate District 29 (2016), Alabama",1029,2018,40.5,85.4,19.3,2.02,60482,44275,79.91,4,1,SMD,1,0,0,0,0,140541,NA
610U500US01003,"State Senate District 3 (2016), Alabama",1003,2018,39.4,83.9,25.4,0.83,65067,50015,78.78,6,2,SMD,1,0,0,0,0,142897,NA
610U500US01030,"State Senate District 30 (2016), Alabama",1030,2018,38.4,84.5,19.7,0.91,62246,47692,72.68,8,2,SMD,1,0,0,0,0,136633,NA
610U500US01031,"State Senate District 31 (2016), Alabama",1031,2018,37.8,83,21.1,2.79,57072,42346,75.44,8,3,SMD,1,0,0,0,0,139023,NA
610U500US01032,"State Senate District 32 (2016), Alabama",1032,2018,43.3,91.5,32.8,0.83,72839,52985,87.92,4,0,SMD,1,1,1,1,1,151967,NA
610U500US01033,"State Senate District 33 (2016), Alabama",1033,2018,35.6,82.9,17.9,0.35,43504,30299,26.06,2,0,SMD,1,0,0,0,0,135766,NA
610U500US01034,"State Senate District 34 (2016), Alabama",1034,2018,37.8,88,26.1,0.48,72525,54247,79.96,2,0,SMD,1,0,0,0,0,135926,NA
610U500US01035,"State Senate District 35 (2016), Alabama",1035,2018,38.2,86.5,23.9,0.93,62727,50209,72.7,2,0,SMD,1,1,1,1,1,136856,NA
610U500US01004,"State Senate District 4 (2016), Alabama",1004,2018,41.4,80.5,13.4,2.49,51941,39000,93.35,4,0,SMD,1,0,0,0,0,134487,NA
610U500US01005,"State Senate District 5 (2016), Alabama",1005,2018,41.7,81,14,0.96,56249,42695,90.99,9,2,SMD,1,0,0,0,0,133243,NA
610U500US01006,"State Senate District 6 (2016), Alabama",1006,2018,40.2,80,16.1,1.08,49969,37085,81.46,7,1,SMD,1,1,1,1,1,137291,NA
610U500US01007,"State Senate District 7 (2016), Alabama",1007,2018,39.8,88.1,36.7,0.77,77436,52208,68.62,3,0,SMD,1,1,1,1,1,141053,NA
610U500US01008,"State Senate District 8 (2016), Alabama",1008,2018,41.2,80.3,19.1,1.91,58381,44957,88.74,5,2,SMD,1,0,0,0,0,140026,NA
610U500US01009,"State Senate District 9 (2016), Alabama",1009,2018,39.6,79,19,3.03,59102,41487,91.35,8,1,SMD,1,0,0,0,0,139951,NA
620L500US02001,"State House District 1 (2016), Alaska",2001,2018,31.8,89.8,21.9,0.39,70418,51944,63.05,628,628,SMD,1,1,1,1,1,18129,NA
620L500US02010,"State House District 10 (2016), Alaska",2010,2018,35.2,91.6,20.2,1.81,79164,69201,84.14,1655,0,SMD,1,1,1,1,1,19235,NA
620L500US02011,"State House District 11 (2016), Alaska",2011,2018,33,95,26.8,1.51,92885,76697,82.24,371,0,SMD,1,1,1,1,1,19267,NA
620L500US02012,"State House District 12 (2016), Alaska",2012,2018,35.3,96,27.2,1.24,107652,88283,84.4,1880,249,SMD,1,0,0,1,1,19813,NA
620L500US02013,"State House District 13 (2016), Alaska",2013,2018,24.6,95.8,32,0,86227,68375,75.77,1842,307,SMD,1,1,1,1,1,18438,NA
620L500US02014,"State House District 14 (2016), Alaska",2014,2018,33.2,96.8,43.7,1.02,119436,109595,83.43,1656,276,SMD,1,0,0,1,1,20479,NA
620L500US02015,"State House District 15 (2016), Alaska",2015,2018,25.3,93.1,18.9,0.46,75514,64011,49.97,1734,289,SMD,1,1,1,1,1,17332,NA
620L500US02016,"State House District 16 (2016), Alaska",2016,2018,30.8,94.7,34,0.19,91355,78646,53.79,1014,169,SMD,1,1,1,1,1,18411,NA
620L500US02017,"State House District 17 (2016), Alaska",2017,2018,30.7,91.6,30.2,0.21,86105,65402,59.85,1104,184,SMD,1,0,0,1,1,17575,NA
620L500US02018,"State House District 18 (2016), Alaska",2018,2018,35.3,89.4,30.3,0.67,72908,51814,55.02,1992,332,SMD,1,1,1,1,1,18078,NA
620L500US02019,"State House District 19 (2016), Alaska",2019,2018,28.4,82.9,20.1,0.6,62437,50373,33.2,1326,221,SMD,1,0,0,1,1,16645,NA
620L500US02002,"State House District 2 (2016), Alaska",2002,2018,25.2,94.7,28.9,0.95,77147,65169,74.04,566,566,SMD,1,1,1,1,1,18398,NA
620L500US02020,"State House District 20 (2016), Alaska",2020,2018,36.2,90.7,33,1.06,84340,55500,58.22,2760,460,SMD,1,1,1,1,1,17260,NA
620L500US02021,"State House District 21 (2016), Alaska",2021,2018,35,94.1,34.9,0.02,98286,80847,64.78,1512,252,SMD,1,1,1,1,1,18513,NA
620L500US02022,"State House District 22 (2016), Alaska",2022,2018,32.9,94.6,35.6,0.2,111848,84984,70.72,1032,172,SMD,1,1,1,1,1,17480,NA
620L500US02023,"State House District 23 (2016), Alaska",2023,2018,34.3,90.7,24,0.48,93238,76176,58.11,1920,320,SMD,1,1,1,1,1,17395,NA
620L500US02024,"State House District 24 (2016), Alaska",2024,2018,35.9,95.3,39.5,0.48,134471,112699,74.85,1092,182,SMD,1,1,1,1,1,18311,NA
620L500US02025,"State House District 25 (2016), Alaska",2025,2018,34.4,90.5,33.5,0.32,115513,103881,60.16,1092,182,SMD,1,1,1,1,1,18993,NA
620L500US02026,"State House District 26 (2016), Alaska",2026,2018,37.7,96.1,35,0.65,123422,94826,67.66,888,148,SMD,1,0,0,0,1,19256,NA
620L500US02027,"State House District 27 (2016), Alaska",2027,2018,36.3,94.8,35.7,0.13,104782,95638,63.21,954,159,SMD,1,1,1,1,1,18477,NA
620L500US02028,"State House District 28 (2016), Alaska",2028,2018,40.3,97.3,59.2,0.68,173305,144875,84.36,2610,435,SMD,1,1,1,1,1,18655,NA
620L500US02029,"State House District 29 (2016), Alaska",2029,2018,44.1,92.7,18.9,4.02,83699,71879,82.71,2780,1390,SMD,1,0,0,1,1,18636,NA
620L500US02003,"State House District 3 (2016), Alaska",2003,2018,31.7,95.4,24.2,0.16,91719,80649,82.15,649,649,SMD,1,0,0,0,1,18831,NA
620L500US02030,"State House District 30 (2016), Alaska",2030,2018,34.1,91.6,23.9,1.66,84947,68339,82.26,1208,604,SMD,1,0,0,1,1,19654,NA
620L500US02031,"State House District 31 (2016), Alaska",2031,2018,44.4,93.6,28.8,6.13,75233,59867,89.5,1588,794,SMD,1,1,1,1,1,17922,NA
620L500US02032,"State House District 32 (2016), Alaska",2032,2018,35.6,91.5,26.2,11.91,87729,79569,55.36,6049,2797,SMD,1,1,1,1,1,19220,NA
620L500US02033,"State House District 33 (2016), Alaska",2033,2018,40.3,94.7,41.7,2.76,89551,73248,69.82,1624,433,SMD,1,0,0,1,1,18517,NA
620L500US02034,"State House District 34 (2016), Alaska",2034,2018,36.7,96.7,36.7,2.45,112039,91805,71.11,990,495,SMD,1,1,1,1,1,18096,NA
620L500US02035,"State House District 35 (2016), Alaska",2035,2018,40.6,91.7,26.5,13.11,76760,63243,63.58,1325,1325,SMD,1,1,1,1,1,18028,NA
620L500US02036,"State House District 36 (2016), Alaska",2036,2018,39.7,91.4,21.7,5.36,77324,59929,61.37,904,904,SMD,1,0,0,1,1,18139,NA
620L500US02037,"State House District 37 (2016), Alaska",2037,2018,36.4,86.6,14.9,3.69,77256,63066,24.69,0,0,SMD,1,0,0,1,1,17572,NA
620L500US02038,"State House District 38 (2016), Alaska",2038,2018,26.6,81,11.2,0.75,66259,52920,10.82,0,0,SMD,1,1,1,1,1,18464,NA
620L500US02039,"State House District 39 (2016), Alaska",2039,2018,26.4,82.8,11,1.03,60320,45173,11.52,1471,0,SMD,1,1,1,1,1,18826,NA
620L500US02004,"State House District 4 (2016), Alaska",2004,2018,34.9,96.8,48.5,0.19,111005,91031,89.79,518,518,SMD,1,1,1,1,1,19011,NA
620L500US02040,"State House District 40 (2016), Alaska",2040,2018,30.7,84.6,12.9,0.78,81967,64665,23.37,0,0,SMD,1,0,0,1,1,17788,NA
620L500US02005,"State House District 5 (2016), Alaska",2005,2018,33.7,94,40.5,0.46,99302,83452,71.29,1142,1142,SMD,1,1,1,1,1,18072,NA
620L500US02006,"State House District 6 (2016), Alaska",2006,2018,33,91.8,26.7,1.62,74181,59575,66.23,3131,996,SMD,1,1,1,1,1,16135,NA
620L500US02007,"State House District 7 (2016), Alaska",2007,2018,33.8,92,17.2,0.37,83676,68111,81.11,397,0,SMD,1,0,0,1,1,20357,NA
620L500US02008,"State House District 8 (2016), Alaska",2008,2018,34.3,90,14.2,0.64,84035,74792,85.28,659,0,SMD,1,1,1,1,1,19049,NA
620L500US02009,"State House District 9 (2016), Alaska",2009,2018,36.7,92.5,25,1.88,88330,75549,86.04,3353,0,SMD,1,1,1,1,1,18398,NA
610U500US0200A,"State Senate District A (2016), Alaska",0200A,2018,28.1,92,25,0.63,73437,57661,68.59,1,1,SMD,1,1,1,1,1,36527,857.0791684
610U500US0200C,"State Senate District C (2016), Alaska",0200C,2018,33.3,92.9,34,0.92,87281,72289,68.9,4,1,SMD,1,0,0,0,1,34207,0.279868011
610U500US0200E,"State Senate District E (2016), Alaska",0200E,2018,35.9,92,22.6,1.85,83463,72605,85.07,4,0,SMD,1,1,1,1,1,37633,1.010048497
610U500US0200G,"State Senate District G (2016), Alaska",0200G,2018,28.2,96.8,39.2,0.61,105047,91622,80.09,6,1,SMD,1,1,1,1,1,38743,97.42745059
610U500US0200I,"State Senate District I (2016), Alaska",0200I,2018,32.9,90.4,30.3,0.45,78934,59889,57.4,6,1,SMD,1,1,1,1,1,35653,4171.893283
610U500US0200K,"State Senate District K (2016), Alaska",0200K,2018,34,94.3,35.2,0.11,104735,82690,67.66,6,1,SMD,1,0,0,1,1,35993,1376.615926
610U500US0200M,"State Senate District M (2016), Alaska",0200M,2018,36,93.3,34.3,0.49,119709,101124,63.94,6,1,SMD,1,1,1,1,1,38249,2173.609138
610U500US0200O,"State Senate District O (2016), Alaska",0200O,2018,38.8,92.2,21.3,2.79,84360,70216,82.48,2,1,SMD,1,0,0,0,1,38290,12.36922508
610U500US0200Q,"State Senate District Q (2016), Alaska",0200Q,2018,38.4,95.6,39.3,2.6,100027,84383,70.46,3,1,SMD,1,0,0,1,1,36613,4.128053661
610U500US0200S,"State Senate District S (2016), Alaska",0200S,2018,31.1,84,13.2,2.57,71741,57637,17.58,0,0,SMD,1,0,0,0,1,36036,0.283275192
610U500US04003,"State Senate District 3 (2016), Arizona",4003,2018,31.1,79.2,19,0.44,47957,34787,69.16,7,1,SMD,1,0,0,0,1,208917,NA
620L500US04001,"State House District 1 (2016), Arizona",4001,2018,48.4,92.4,30.3,0.75,73534,53819,92.77,114565,13670,MMF,2,1,1,1,1,224635,NA
620L500US04010,"State House District 10 (2016), Arizona",4010,2018,41.1,91.4,32.6,0.36,63017,46817,79.24,20482,2926,MMF,2,1,1,1,1,214885,NA
620L500US04011,"State House District 11 (2016), Arizona",4011,2018,41.8,91.1,33.2,2.11,80641,64565,82.6,62418,8088,MMF,2,1,1,1,1,223316,NA
620L500US04012,"State House District 12 (2016), Arizona",4012,2018,33.1,95.6,41.4,0.33,102591,86807,84.98,69444,7350,MMF,2,1,1,1,1,247330,NA
620L500US04013,"State House District 13 (2016), Arizona",4013,2018,38.6,87.1,22.5,4.23,73286,58038,78.82,142415,20399,MMF,2,1,1,1,1,231011,NA
620L500US04014,"State House District 14 (2016), Arizona",4014,2018,38,88.1,23.6,2.24,65650,52357,85.05,59939,10498,MMF,2,1,1,1,1,219468,NA
620L500US04015,"State House District 15 (2016), Arizona",4015,2018,39.1,94.6,42.6,0.39,95436,75284,85.07,73872,7776,MMF,2,1,1,1,1,227909,NA
620L500US04016,"State House District 16 (2016), Arizona",4016,2018,42.3,89.8,22.8,0.56,67402,52823,89.79,85843,9506,MMF,2,1,1,1,1,239932,NA
620L500US04017,"State House District 17 (2016), Arizona",4017,2018,37.6,91.6,39.7,0.37,91265,72327,79.12,63954,6732,MMF,2,1,1,1,1,227172,NA
620L500US04018,"State House District 18 (2016), Arizona",4018,2018,37.4,95.6,47,0.2,97441,76186,78.71,59945,6310,MMF,2,1,1,1,1,228090,NA
620L500US04019,"State House District 19 (2016), Arizona",4019,2018,27.5,71.5,13.6,0.57,56473,47483,69.45,55328,5824,MMF,2,0,0,0,1,232214,NA
620L500US04002,"State House District 2 (2016), Arizona",4002,2018,36.4,79.3,21.9,0.86,54177,42052,76.88,30769,4013,MMF,2,1,1,1,1,208349,NA
620L500US04020,"State House District 20 (2016), Arizona",4020,2018,36.8,88.8,24,0.25,64070,51126,82.5,56981,5998,MMF,2,1,1,1,1,231834,NA
620L500US04021,"State House District 21 (2016), Arizona",4021,2018,42.2,88.9,20.7,0.33,60829,49287,85.09,66367,6986,MMF,2,1,1,1,1,227228,NA
620L500US04022,"State House District 22 (2016), Arizona",4022,2018,46,94.9,35.6,0.21,83392,67641,87.56,93214,9812,MMF,2,1,1,1,1,228336,NA
620L500US04023,"State House District 23 (2016), Arizona",4023,2018,49.6,97.2,57.7,0.32,125214,81586,90.19,95760,10080,MMF,2,1,1,1,1,226503,NA
620L500US04024,"State House District 24 (2016), Arizona",4024,2018,34.1,81.5,29.6,0.42,57418,40899,66.81,52630,5540,MMF,2,1,1,1,1,224908,NA
620L500US04025,"State House District 25 (2016), Arizona",4025,2018,40.8,90.7,27,0.22,69659,50696,87.04,82650,8700,MMF,2,1,1,1,1,234535,NA
620L500US04026,"State House District 26 (2016), Arizona",4026,2018,27.4,81,25.2,0.44,48601,37021,69.9,64163,6754,MMF,2,1,1,1,1,228611,NA
620L500US04027,"State House District 27 (2016), Arizona",4027,2018,29.5,72.2,18.5,0.54,56654,43030,52.26,75259,7922,MMF,2,1,1,1,1,222113,NA
620L500US04028,"State House District 28 (2016), Arizona",4028,2018,40.5,89.7,42.1,0.25,96831,56341,84.75,71326,7508,MMF,2,1,1,1,1,231196,NA
620L500US04029,"State House District 29 (2016), Arizona",4029,2018,27.7,67,9.6,0.75,48568,39043,66.66,48260,5080,MMF,2,1,1,1,1,233660,NA
620L500US04003,"State House District 3 (2016), Arizona",4003,2018,31.1,79.2,19,0.44,47957,34787,69.16,23093,3299,MMF,2,0,0,1,1,208917,NA
620L500US04030,"State House District 30 (2016), Arizona",4030,2018,30,69,11.3,0.36,40665,30411,73.07,47177,4966,MMF,2,1,1,1,1,214367,NA
620L500US04004,"State House District 4 (2016), Arizona",4004,2018,32,71,13.1,7.88,53384,41046,71.37,105211,14873,MMF,2,1,1,1,1,211820,NA
620L500US04005,"State House District 5 (2016), Arizona",4005,2018,50.3,83.1,11.8,1.74,52361,39541,88.81,50746,45951,MMF,2,1,1,1,1,222388,NA
620L500US04006,"State House District 6 (2016), Arizona",4006,2018,42.2,90.3,30.3,1.57,63900,47039,84.38,68110,10202,MMF,2,1,1,1,1,218160,NA
620L500US04007,"State House District 7 (2016), Arizona",4007,2018,32.8,78.5,12.8,1.48,47369,35221,26.21,112290,13523,MMF,2,1,1,1,1,206014,NA
620L500US04008,"State House District 8 (2016), Arizona",4008,2018,36.6,81.6,14.6,1.82,57322,46938,77.46,85204,9764,MMF,2,1,1,1,1,220387,NA
620L500US04009,"State House District 9 (2016), Arizona",4009,2018,41.1,92.5,41.3,0.11,71707,47364,81.45,20412,2916,MMF,2,1,1,1,1,213289,NA
610U500US04001,"State Senate District 1 (2016), Arizona",4001,2018,48.4,92.4,30.3,0.75,73534,53819,92.77,27,3,SMD,1,1,1,1,1,224635,NA
610U500US04010,"State Senate District 10 (2016), Arizona",4010,2018,41.1,91.4,32.6,0.36,63017,46817,79.24,7,1,SMD,1,1,1,1,1,214885,NA
610U500US04011,"State Senate District 11 (2016), Arizona",4011,2018,41.8,91.1,33.2,2.11,80641,64565,82.6,15,2,SMD,1,1,1,1,1,223316,NA
610U500US04012,"State Senate District 12 (2016), Arizona",4012,2018,33.1,95.6,41.4,0.33,102591,86807,84.98,27,3,SMD,1,1,1,1,1,247330,NA
610U500US04013,"State Senate District 13 (2016), Arizona",4013,2018,38.6,87.1,22.5,4.23,73286,58038,78.82,28,4,SMD,1,1,1,1,1,231011,NA
610U500US04014,"State Senate District 14 (2016), Arizona",4014,2018,38,88.1,23.6,2.24,65650,52357,85.05,14,2,SMD,1,1,1,1,1,219468,NA
610U500US04015,"State Senate District 15 (2016), Arizona",4015,2018,39.1,94.6,42.6,0.39,95436,75284,85.07,19,2,SMD,1,1,1,1,1,227909,NA
610U500US04016,"State Senate District 16 (2016), Arizona",4016,2018,42.3,89.8,22.8,0.56,67402,52823,89.79,27,3,SMD,1,1,1,1,1,239932,NA
610U500US04017,"State Senate District 17 (2016), Arizona",4017,2018,37.6,91.6,39.7,0.37,91265,72327,79.12,19,2,SMD,1,1,1,1,1,227172,NA
610U500US04018,"State Senate District 18 (2016), Arizona",4018,2018,37.4,95.6,47,0.2,97441,76186,78.71,19,2,SMD,1,1,1,1,1,228090,NA
610U500US04019,"State Senate District 19 (2016), Arizona",4019,2018,27.5,71.5,13.6,0.57,56473,47483,69.45,19,2,SMD,1,0,0,0,1,232214,NA
610U500US04002,"State Senate District 2 (2016), Arizona",4002,2018,36.4,79.3,21.9,0.86,54177,42052,76.88,8,1,SMD,1,1,1,1,1,208349,NA
610U500US04020,"State Senate District 20 (2016), Arizona",4020,2018,36.8,88.8,24,0.25,64070,51126,82.5,19,2,SMD,1,1,1,1,1,231834,NA
610U500US04021,"State Senate District 21 (2016), Arizona",4021,2018,42.2,88.9,20.7,0.33,60829,49287,85.09,19,2,SMD,1,1,1,1,1,227228,NA
610U500US04022,"State Senate District 22 (2016), Arizona",4022,2018,46,94.9,35.6,0.21,83392,67641,87.56,19,2,SMD,1,1,1,1,1,228336,NA
610U500US04023,"State Senate District 23 (2016), Arizona",4023,2018,49.6,97.2,57.7,0.32,125214,81586,90.19,19,2,SMD,1,1,1,1,1,226503,NA
610U500US04024,"State Senate District 24 (2016), Arizona",4024,2018,34.1,81.5,29.6,0.42,57418,40899,66.81,19,2,SMD,1,1,1,1,1,224908,NA
610U500US04025,"State Senate District 25 (2016), Arizona",4025,2018,40.8,90.7,27,0.22,69659,50696,87.04,19,2,SMD,1,1,1,1,1,234535,NA
610U500US04026,"State Senate District 26 (2016), Arizona",4026,2018,27.4,81,25.2,0.44,48601,37021,69.9,19,2,SMD,1,1,1,1,1,228611,NA
610U500US04027,"State Senate District 27 (2016), Arizona",4027,2018,29.5,72.2,18.5,0.54,56654,43030,52.26,19,2,SMD,1,1,1,1,1,222113,NA
610U500US04028,"State Senate District 28 (2016), Arizona",4028,2018,40.5,89.7,42.1,0.25,96831,56341,84.75,19,2,SMD,1,1,1,1,1,231196,NA
610U500US04029,"State Senate District 29 (2016), Arizona",4029,2018,27.7,67,9.6,0.75,48568,39043,66.66,19,2,SMD,1,1,1,1,1,233660,NA
610U500US04030,"State Senate District 30 (2016), Arizona",4030,2018,30,69,11.3,0.36,40665,30411,73.07,19,2,SMD,1,0,0,0,1,214367,NA
610U500US04004,"State Senate District 4 (2016), Arizona",4004,2018,32,71,13.1,7.88,53384,41046,71.37,35,5,SMD,1,1,1,1,1,211820,NA
610U500US04005,"State Senate District 5 (2016), Arizona",4005,2018,50.3,83.1,11.8,1.74,52361,39541,88.81,4,3,SMD,1,1,1,1,1,222388,NA
610U500US04006,"State Senate District 6 (2016), Arizona",4006,2018,42.2,90.3,30.3,1.57,63900,47039,84.38,18,2,SMD,1,1,1,1,1,218160,NA
610U500US04007,"State Senate District 7 (2016), Arizona",4007,2018,32.8,78.5,12.8,1.48,47369,35221,26.21,23,5,SMD,1,1,1,1,1,206014,NA
610U500US04008,"State Senate District 8 (2016), Arizona",4008,2018,36.6,81.6,14.6,1.82,57322,46938,77.46,12,1,SMD,1,1,1,1,1,220387,NA
610U500US04009,"State Senate District 9 (2016), Arizona",4009,2018,41.1,92.5,41.3,0.11,71707,47364,81.45,7,1,SMD,1,0,0,0,1,213289,NA
620L500US05010,"State House District 10 (2016), Arkansas",5010,2018,44.4,85.7,16.4,3.29,59450,45294,85.46,1475,0,SMD,1,0,0,0,1,26954,NA
620L500US05011,"State House District 11 (2016), Arkansas",5011,2018,42,78.3,13,10.89,43154,28513,48.7,8838,0,SMD,1,1,1,1,1,26694,NA
620L500US05012,"State House District 12 (2016), Arkansas",5012,2018,37.7,76.9,9.8,9.99,43921,29109,44.23,3302,0,SMD,1,1,1,1,1,28469,NA
620L500US05015,"State House District 15 (2016), Arkansas",5015,2018,40.4,89.1,19.6,2.05,62750,50988,92.3,2079,660,SMD,1,0,0,1,1,28779,NA
620L500US05016,"State House District 16 (2016), Arkansas",5016,2018,40.5,85.8,19.8,1.62,51050,37324,36.19,2954,0,SMD,1,0,0,0,1,29587,NA
620L500US05017,"State House District 17 (2016), Arkansas",5017,2018,32.9,80.7,12.5,0.87,35889,26558,18.86,1673,0,SMD,1,0,0,1,1,25138,NA
620L500US05018,"State House District 18 (2016), Arkansas",5018,2018,39.7,86.6,20.7,1.81,52221,40232,76.85,2535,525,SMD,1,1,1,1,1,28810,NA
620L500US05019,"State House District 19 (2016), Arkansas",5019,2018,40.5,82.2,16.3,11.45,50885,34693,78.25,6880,0,SMD,1,1,1,1,1,27818,NA
620L500US05002,"State House District 2 (2016), Arkansas",5002,2018,36.4,85.5,17.7,3.7,57017,43299,81.41,2941,1141,SMD,1,0,0,0,1,31082,NA
620L500US05020,"State House District 20 (2016), Arkansas",5020,2018,45.4,82.4,13.1,6.98,45630,34370,91.43,4224,0,SMD,1,0,0,0,1,28269,NA
620L500US05021,"State House District 21 (2016), Arkansas",5021,2018,43.5,81.2,12.4,4.06,52635,38936,92.39,6076,1442,SMD,1,1,1,1,1,28199,NA
620L500US05022,"State House District 22 (2016), Arkansas",5022,2018,56,90.9,24.7,0.7,60346,47067,94.34,3119,2347,SMD,1,1,1,1,1,28988,NA
620L500US05023,"State House District 23 (2016), Arkansas",5023,2018,40.3,93,30.2,0.4,76536,64231,91.2,1770,885,SMD,1,0,0,0,1,31762,NA
620L500US05024,"State House District 24 (2016), Arkansas",5024,2018,43.3,90.2,21.6,0.65,57185,40141,84.77,1121,1121,SMD,1,1,1,1,1,29981,NA
620L500US05025,"State House District 25 (2016), Arkansas",5025,2018,39.3,84.8,21.4,0.32,51118,30608,75.74,1513,1513,SMD,1,0,0,0,1,29493,NA
620L500US05026,"State House District 26 (2016), Arkansas",5026,2018,41.5,87.5,16.4,1.33,61032,43426,84.04,2492,2492,SMD,1,1,1,1,1,29784,NA
620L500US05027,"State House District 27 (2016), Arkansas",5027,2018,37.2,87.9,18.2,0,64178,55522,85.94,1460,730,SMD,1,0,0,1,1,32226,NA
620L500US05028,"State House District 28 (2016), Arkansas",5028,2018,35.3,85.6,19.3,0.17,65076,51343,89.8,2302,1151,SMD,1,1,1,1,1,30026,NA
620L500US05029,"State House District 29 (2016), Arkansas",5029,2018,33.9,79.8,13.1,0.34,46992,37580,34.39,968,484,SMD,1,0,0,0,1,29090,NA
620L500US05030,"State House District 30 (2016), Arkansas",5030,2018,35.4,89.6,28.6,0.38,53873,40749,33.24,1052,526,SMD,1,0,0,1,1,30044,NA
620L500US05031,"State House District 31 (2016), Arkansas",5031,2018,41.3,92,39.2,0.34,106596,68716,86.56,1768,884,SMD,1,1,1,1,1,35089,NA
620L500US05032,"State House District 32 (2016), Arkansas",5032,2018,38.3,96.4,60.4,0.05,119581,90828,73.96,814,407,SMD,1,1,1,1,1,30634,NA
620L500US05033,"State House District 33 (2016), Arkansas",5033,2018,36.4,93.7,47.2,0.4,65437,43656,66.8,2714,1357,SMD,1,0,0,0,1,29475,NA
620L500US05034,"State House District 34 (2016), Arkansas",5034,2018,36.2,88.7,28.6,0.11,47304,36944,36.09,2418,1209,SMD,1,0,0,1,1,26292,NA
620L500US05035,"State House District 35 (2016), Arkansas",5035,2018,38.6,96.4,53.8,0.47,93401,62566,78.65,1542,771,SMD,1,1,1,1,1,28859,NA
620L500US05038,"State House District 38 (2016), Arkansas",5038,2018,35.9,94,37.4,0.1,72543,51275,72.61,1396,698,SMD,1,1,1,1,1,30562,NA
620L500US05039,"State House District 39 (2016), Arkansas",5039,2018,38.5,91.6,35.7,0.17,76109,54815,67.97,1396,698,SMD,1,1,1,1,1,31440,NA
620L500US05040,"State House District 40 (2016), Arkansas",5040,2018,40.6,87.5,17.8,1.01,62571,51534,89.64,1166,874,SMD,1,0,0,1,1,30825,NA
